StockCode,Avg_Sales,Std_Dev,Max_Sales,CV,UnitPrice,Description,Avg_Revenue,Label
16016,97.92307692307692,76.99508808842022,323,0.7862813394732623,0.8460000000000001,LARGE CHINESE STYLE SCISSOR,82.84292307692309,1
16020C,0.46153846153846156,1.198289379030556,4,2.5962936545662045,0.85,CLEAR STATIONERY BOX SET ,0.3923076923076923,0
16033,64.61538461538461,143.79472548366675,480,2.2253945610567474,0.12,MINI HIGHLIGHTER PENS,7.753846153846153,2
16043,7.538461538461538,27.180309615036226,98,3.605551275463989,0.12,POP ART PUSH DOWN RUBBER ,0.9046153846153846,0
16045,684.6153846153846,747.0454625234819,2100,1.0911900014387936,0.043478260869565216,POPART WOODEN PENCILS ASST,29.765886287625417,3
16046,4.923076923076923,8.420822787011755,31,1.7104796286117625,0.85,TEATIME PEN CASE & PENS,4.184615384615385,0
16048,110.46153846153847,95.1749401406128,288,0.8616115750891131,0.13249999999999998,TEATIME ROUND PENCIL SHARPENER ,14.636153846153844,1
16049,38.76923076923077,129.35104293237185,468,3.3364356311921313,0.24,TEATIME GEL PENS ASST,9.304615384615383,2
16052,35.92307692307692,108.83049629160446,395,3.0295427233208954,0.305,TEATIME PUSH DOWN RUBBER,10.956538461538461,0
16054,89.6923076923077,116.50420923396189,330,1.298932006896659,0.1290909090909091,POPART RECT PENCIL SHARPENER ASST,11.57846153846154,1
16151A,3.769230769230769,13.590154807518113,49,3.605551275463989,1.25,FLOWERS HANDBAG blue and orange,4.711538461538462,0
16156L,36.53846153846154,28.1650356074554,100,0.7708325534672004,0.42,"WRAP, CAROUSEL",15.346153846153847,1
16156S,446.15384615384613,250.3843199809199,900,0.561206234439993,0.4168862275449102,WRAP PINK FAIRY CAKES ,185.99539382772917,3
16161G,53.84615384615385,60.24788537623285,175,1.1188892998443243,0.1,WRAP BAD HAIR DAY,5.384615384615385,1
16161M,1.9230769230769231,6.933752452815364,25,3.605551275463989,0.42,WRAP  PINK FLOCK,0.8076923076923077,0
16161P,553.9230769230769,303.0540275095244,1150,0.5471048962121674,0.41943548387096774,WRAP ENGLISH ROSE ,232.33499379652605,3
16161U,313.46153846153845,196.4835088010422,850,0.6268185556843064,0.41955223880597015,WRAP SUKI AND FRIENDS,131.51349024110218,3
16162L,1.3076923076923077,2.52931530209974,8,1.9341822898409775,0.65,THE KING GIFT BAG,0.8500000000000001,0
16162M,2.0,4.163331998932265,12,2.0816659994661326,0.42,THE KING GIFT BAG 25x24x12cm,0.84,0
16168M,25.307692307692307,19.38807457942732,68,0.766094132317797,0.42000000000000004,FUNKY MONKEY GIFT BAG MEDIUM,10.62923076923077,1
16169E,351.0,550.4681341064772,1625,1.568285282354636,0.41919999999999996,WRAP 50'S  CHRISTMAS,147.1392,2
16169K,15.384615384615385,29.823196960136194,100,1.9385078024088525,0.42,WRAP FOLK ART,6.461538461538462,0
16169M,50.76923076923077,37.184570828400155,135,0.7324233648018212,0.42,WRAP DAISY CARPET ,21.323076923076922,1
16169N,1.9230769230769231,6.933752452815364,25,3.605551275463989,0.42,WRAP BLUE RUSSIAN FOLKART,0.8076923076923077,0
16169P,3.8461538461538463,13.867504905630728,50,3.605551275463989,0.42,WRAP GREEN RUSSIAN FOLKART ,1.6153846153846154,0
16202A,0.5384615384615384,1.330124343522353,4,2.4702309236843703,0.5,PASTEL PINK PHOTO ALBUM ,0.2692307692307692,0
16202B,2.230769230769231,8.043152845265825,29,3.60555127546399,0.5,PASTEL BLUE PHOTO ALBUM ,1.1153846153846154,0
16202E,1.1538461538461537,4.16025147168922,15,3.605551275463991,0.5,BLACK PHOTO ALBUM ,0.5769230769230769,0
16206B,0.5384615384615384,1.450022104163969,5,2.692898193447371,1.25,RED PURSE WITH PINK HEART,0.673076923076923,0
16207A,1.0,1.7320508075688772,6,1.7320508075688772,2.95,PINK STRAWBERRY HANDBAG ,2.95,0
16207B,0.3076923076923077,0.8548504142651102,3,2.778263846361608,2.7866666666666666,PINK HEART RED HANDBAG,0.8574358974358974,0
16216,255.07692307692307,462.21504041922253,1716,1.8120613767942984,0.09463414634146342,LETTER SHAPE PENCIL SHARPENER,24.138986866791743,2
16218,289.2307692307692,353.9411801053375,1205,1.223732803555688,0.0732,CARTOON  PENCIL SHARPENERS,21.171692307692307,3
16219,224.23076923076923,250.14534236657752,768,1.1155709951168122,0.09085106382978722,HOUSE SHAPE PENCIL SHARPENER,20.371603927986904,3
16225,58.46153846153846,77.2470230112628,262,1.3213306567716006,1.1866666666666668,RATTLE SNAKE EGGS,69.37435897435898,1
16235,202.23076923076923,185.52589839253972,628,0.9173969871065106,0.21400000000000002,RECYCLED PENCIL WITH RABBIT ERASER,43.27738461538462,3
16236,99.6923076923077,76.86935303420627,235,0.7710660412381801,0.20931506849315068,KITTY PENCIL ERASERS,20.867102212855638,1
16237,353.46153846153845,199.25846505841577,858,0.5637345039737551,0.2060843373493976,SLEEPING CAT ERASERS,72.84288693234477,3
16238,96.84615384615384,57.08450775509083,197,0.5894349490200007,0.2362820512820513,PARTY TIME PENCIL ERASERS,22.883007889546352,1
16244B,0.5384615384615384,1.3301243435223529,4,2.47023092368437,1.225,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,0.6596153846153846,0
16248B,1.0,1.9578900207451218,7,1.9578900207451218,1.25,BLUE HOLE PUNCH,1.25,0
16254,2.3846153846153846,5.008966319485846,14,2.1005342630101933,1.0233333333333332,TRANSPARENT ACRYLIC TAPE DISPENSER,2.44025641025641,0
16258A,34.23076923076923,44.74586358192573,160,1.307182531606819,0.45921052631578946,SWIRLY CIRCULAR RUBBERS IN BAG,15.719129554655872,1
16259,260.0,390.34941612184673,1246,1.501343908160949,0.0967741935483871,PIECE OF CAMO STATIONERY SET,25.161290322580644,2
17001,5.538461538461538,19.969207064108257,72,3.605551275463991,0.29,HEAVENS SCENT FRAGRANCE OILS ASSTD,1.606153846153846,0
17003,1763.6153846153845,1063.2348861267312,3396,0.6028723129780393,0.3202403846153846,BROCADE RING PURSE ,564.7808690828402,3
17007B,1.8461538461538463,4.506405697192864,12,2.4409697526461347,2.1,S/3 POT POURI CUSHIONS BLUE COLOURS,3.8769230769230774,0
17011F,6.153846153846154,14.357612114868736,48,2.3331119686661697,1.1333333333333335,ORIGAMI SANDLEWOOD INCENSE+FLOWER,6.974358974358976,0
17012A,20.76923076923077,26.796000466965978,94,1.290177800261325,1.1079999999999999,ORIGAMI VANILLA INCENSE/CANDLE SET ,23.01230769230769,1
17012B,35.0,37.5987588447633,126,1.0742502527075228,1.0763888888888888,ORIGAMI JASMINE INCENSE/CANDLE SET,37.67361111111111,1
17012C,27.846153846153847,39.94547565921609,126,1.434506031960799,1.1186046511627907,ORIGAMI LAVENDER INCENSE/CANDL SET ,31.14883720930233,0
17012D,29.615384615384617,42.72692059568234,144,1.4427271889451179,1.0818181818181818,ORIGAMI ROSE INCENSE/CANDLE SET ,32.03846153846154,0
17012E,2.6923076923076925,9.707253433941512,35,3.60555127546399,1.8666666666666665,ORIGAMI OPIUM INCENSE/CANDLE SET ,5.0256410256410255,0
17012F,28.076923076923077,39.34349064852096,144,1.4012750093993767,1.0035714285714286,ORIGAMI SANDLEWOOD INCENSE/CAND SET,28.177197802197803,0
17013D,40.92307692307692,62.06913019429967,192,1.51672686565018,0.8672727272727272,ORIGAMI ROSE INCENSE IN TUBE,35.49146853146853,0
17014A,11.846153846153847,26.447577563443485,96,2.2325877163945798,0.6071428571428571,ORIGAMI VANILLA INCENSE CONES,7.1923076923076925,0
17021,183.92307692307693,211.6689480999601,686,1.1508558449600506,0.29411764705882354,NAMASTE SWAGAT INCENSE,54.09502262443439,3
17028J,0.46153846153846156,1.6641005886756872,6,3.6055512754639887,0.42,INCENSE BAZAAR PEACH,0.19384615384615386,0
17038,115.46153846153847,88.34554826042961,201,0.765151317378804,0.09526315789473684,PORCELAIN BUDAH INCENSE HOLDER,10.99923076923077,1
17084A,15.384615384615385,16.261090889699773,50,1.0569709078304852,0.21,TRANQUILITY MASALA INCENSE,3.230769230769231,1
17084J,17.307692307692307,18.776690404970267,50,1.0848754456205043,0.21,LOVE POTION MASALA INCENSE,3.634615384615384,1
17084N,78.84615384615384,45.46765545206496,175,0.5766629471969215,0.2084375,FAIRY DREAMS INCENSE ,16.43449519230769,1
17084P,26.846153846153847,18.889353940982005,50,0.703614903245748,0.21,DRAGONS BLOOD INCENSE,5.637692307692308,1
17084R,310.15384615384613,430.38158382104103,1656,1.3876390351372851,0.20259259259259257,ASSORTED INCENSE PACK,62.83487179487179,3
17090A,8.384615384615385,14.215827221436804,43,1.6954656319144812,1.17,LAVENDER INCENSE 40 CONES IN TIN,9.81,0
17090D,2.230769230769231,3.269909431820351,9,1.465821469436709,1.25,VANILLA INCENSE 40 CONES IN TIN,2.7884615384615383,0
17091A,13.153846153846153,23.133115346641613,70,1.7586578918499474,0.7976000000000001,LAVENDER INCENSE IN TIN,10.491507692307692,0
17091J,158.92307692307693,80.5527379407031,257,0.5068662116307552,0.5476923076923077,VANILLA INCENSE IN TIN,87.04094674556214,1
17096,193.53846153846155,470.2640420346522,1728,2.4298221567768197,0.20076923076923076,ASSORTED LAQUERED INCENSE HOLDERS,38.85656804733728,2
17107D,13.076923076923077,9.384930637832284,34,0.7176711664224688,2.55,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",33.34615384615384,1
17109D,4.6923076923076925,14.885029478106603,54,3.172219396973538,0.9039999999999999,FLOWER FAIRY INCENSE BOUQUET,4.241846153846153,0
17129F,32.84615384615385,41.034225864608345,122,1.2492855649646568,0.8436842105263158,BLUE GLASS GEMS IN BAG,27.71178137651822,1
17136A,27.076923076923077,32.93797590032296,96,1.2164593372278367,0.10294117647058823,BLUE STONES ON WIRE FOR CANDLE,2.7873303167420813,1
17164B,2.076923076923077,5.267218406672517,17,2.5360681217312115,0.42,ASS COL SMALL SAND GECKO P'WEIGHT,0.8723076923076923,0
17165D,2.076923076923077,5.392302205637505,18,2.596293654566206,1.05,ASS COL LARGE SAND FROG P'WEIGHT,2.180769230769231,0
17174,0.6923076923076923,2.213015114597254,8,3.196577387751589,0.42,ASSTD RASTA KEY-CHAINS,0.2907692307692307,0
17191A,0.3076923076923077,0.7510676161988108,2,2.440969752646135,3.75,ROSE FLOWER CANDLE+INCENSE 16X16CM,1.153846153846154,0
18007,450.46153846153845,1064.5200495516447,3206,2.36317633951014,0.16666666666666666,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,75.07692307692307,2
18094C,10.307692307692308,13.597699654626728,38,1.3191798172399063,1.1966666666666665,WHITE AND BLUE CERAMIC OIL BURNER,12.334871794871795,1
18097A,0.38461538461538464,0.7679476477883046,2,1.9966638842495918,2.55,PINK TALL PORCELAIN T-LIGHT HOLDER ,0.9807692307692307,0
18097C,51.46153846153846,77.60435488705448,297,1.508006896160999,2.503846153846154,WHITE TALL PORCELAIN T-LIGHT HOLDER,128.85177514792898,0
18098C,14.846153846153847,31.753861061415694,111,2.138861107763751,2.918421052631579,PORCELAIN BUTTERFLY OIL BURNER,43.32732793522268,0
20615,17.76923076923077,22.461648225934823,70,1.2640754412863753,1.4831428571428573,BLUE POLKADOT PASSPORT COVER,26.354307692307696,1
20616,10.307692307692308,14.453284605840844,50,1.4021843274323207,1.3172,CHERRY BLOSSOM PASSPORT COVER,13.577292307692307,0
20617,5.076923076923077,4.480727962834061,12,0.8825676290430727,2.224615384615385,FIRST CLASS PASSPORT COVER ,11.294201183431953,1
20618,5.230769230769231,5.002563445438851,19,0.9563724233927214,2.0707142857142857,QUEEN OF THE SKIES PASSPORT COVER ,10.831428571428571,1
20619,10.923076923076923,14.453728114581939,48,1.3232286302082057,2.309090909090909,TROPICAL PASSPORT COVER ,25.22237762237762,1
20622,12.461538461538462,14.807742257658012,51,1.1882756132688528,1.99,VIPPASSPORT COVER ,24.798461538461538,1
20652,11.307692307692308,12.181848623974766,42,1.0773063408957275,1.4333333333333333,BLUE POLKADOT LUGGAGE TAG ,16.20769230769231,1
20653,2.5384615384615383,4.823819106188661,13,1.90029237516523,1.6533333333333333,CHERRY BLOSSOM LUGGAGE TAG,4.196923076923077,0
20654,8.076923076923077,5.880214543443383,17,0.7280265625215617,1.2341666666666666,FIRST CLASS LUGGAGE TAG ,9.96826923076923,1
20655,6.846153846153846,5.382783571197989,19,0.7862492856806053,1.31,QUEEN OF SKIES LUGGAGE TAG,8.968461538461538,1
20657,4.6923076923076925,5.543534001949408,17,1.1814088856613492,1.3513636363636363,TROPICAL LUGGAGE TAG,6.341013986013986,1
20658,25.153846153846153,23.462189986750147,65,0.9327476141521466,1.25,RED RETROSPOT LUGGAGE TAG,31.442307692307693,1
20659,7.230769230769231,5.402990624858393,15,0.7472221076931821,1.5499999999999998,ECONOMY LUGGAGE TAG,11.207692307692307,1
20661,0.6923076923076923,1.7021856236720767,6,2.4587125675263333,4.654,BLUE POLKADOT PURSE ,3.222,0
20662,0.8461538461538461,2.0349510168614975,7,2.4049421108363154,4.086,FIRST CLASS HOLIDAY PURSE ,3.4573846153846155,0
20663,0.23076923076923078,0.4385290096535146,1,1.9002923751652299,3.896666666666667,QUEEN OF THE SKIES HOLIDAY PURSE ,0.8992307692307694,0
20664,0.46153846153846156,1.6641005886756872,6,3.6055512754639887,2.9500000000000006,TROPICAL HOLIDAY PURSE ,1.3615384615384618,0
20665,26.153846153846153,15.442615030310085,53,0.5904529276295033,2.944520547945206,RED RETROSPOT PURSE ,77.01053740779768,1
20666,0.3076923076923077,0.630425171956115,2,2.0488818088573737,2.95,ECONOMY HOLIDAY PURSE,0.9076923076923078,0
20667,0.07692307692307693,0.27735009811261463,1,3.60555127546399,2.95,CHERRY BLOSSOM PURSE,0.22692307692307695,0
20668,970.6153846153846,1264.7161432815362,4319,1.3030044272198424,0.11847826086956523,DISCO BALL CHRISTMAS DECORATION,114.99682274247493,3
20669,15.0,13.546217184144066,44,0.9030811456096044,1.25,RED HEART LUGGAGE TAG,18.75,1
20670,0.6153846153846154,0.7679476477883045,2,1.2479149276559947,3.896666666666667,VIP HOLIDAY PURSE,2.3979487179487182,1
20671,0.7692307692307693,2.7735009811261446,10,3.605551275463988,1.25,BLUE TEATIME PRINT BOWL ,0.9615384615384616,0
20674,104.61538461538461,54.730458402274294,219,0.5231587935511514,1.2517333333333334,GREEN POLKADOT BOWL,130.9505641025641,1
20675,209.84615384615384,117.71706627463875,472,0.5609684243292903,1.2418666666666667,BLUE POLKADOT BOWL,260.60094358974357,3
20676,331.53846153846155,155.37729101803313,617,0.4686554021425593,1.2437123745819398,RED RETROSPOT BOWL,412.33848726524315,3
20677,242.84615384615384,102.27971952269435,501,0.4211708437741611,1.2584234234234235,PINK POLKADOT BOWL,305.6032882882883,3
20678,0.3076923076923077,1.1094003924504583,4,3.605551275463989,1.65,LARGE BLACK DIAMANTE HAIRSLIDE,0.5076923076923077,0
20679,125.38461538461539,68.1842338344411,256,0.5438006379433953,5.920369003690038,EDWARDIAN PARASOL RED,742.323190462674,3
20681,9.615384615384615,17.783599474133748,52,1.84949434530991,3.25,PINK POLKADOT CHILDRENS UMBRELLA,31.25,0
20682,87.6923076923077,45.92999131900748,176,0.5237630589009624,3.312950819672131,RED RETROSPOT CHILDRENS UMBRELLA,290.5203026481715,3
20684,5.923076923076923,7.598920301173695,23,1.2829345963020524,3.25,STRAWBERRY DREAM CHILDS UMBRELLA,19.25,1
20685,299.7692307692308,194.52127297811322,695,0.6489033997217017,7.758093587521664,DOORMAT RED RETROSPOT,2325.637746967071,3
20686,19.384615384615383,17.4620467564108,59,0.9008198723545254,3.3028125,DOLLY MIXTURE CHILDREN'S UMBRELLA,64.02374999999999,1
20694,2.769230769230769,4.3234601527373515,12,1.5612494995995991,3.75,FLORAL PINK MONSTER,10.384615384615385,0
20695,0.38461538461538464,0.650443635587991,2,1.6911534525287766,4.25,FLORAL BLUE MONSTER,1.6346153846153848,0
20696,2.4615384615384617,4.054121043567575,11,1.646986673949327,3.75,FLORAL SOFT CAR TOY,9.230769230769232,0
20697,1.3076923076923077,1.7974340685458345,5,1.3745084053585794,2.55,LITTLE GREEN MONSTER SOFT TOY,3.3346153846153843,1
20698,1.2307692307692308,2.006400016357911,5,1.6302000132908028,2.55,LITTLE PINK MONSTER SOFT TOY,3.1384615384615384,0
20699,2.230769230769231,2.7127429585153027,7,1.2160571882999631,2.55,MOUSEY LONG LEGS SOFT TOY,5.688461538461539,1
20700,0.7692307692307693,1.69085018821135,5,2.198105244674755,3.75,GREEN CAT FLORAL CUSHION COVER ,2.8846153846153846,0
20701,0.46153846153846156,1.3913653136029498,5,3.0146248461397245,3.75,PINK CAT FLORAL CUSHION COVER ,1.7307692307692308,0
20702,9.76923076923077,8.227533512074423,23,0.8421884697399015,4.25,PINK PADDED MOBILE,41.519230769230774,1
20703,0.07692307692307693,0.27735009811261463,1,3.60555127546399,4.25,BLUE PADDED SOFT MOBILE,0.3269230769230769,0
20704,16.23076923076923,25.26246836103526,80,1.5564553966514616,4.77051282051282,MR ROBOT SOFT TOY,77.42909270216963,0
20705,11.0,18.565200420859092,56,1.6877454928053721,4.807142857142857,MRS ROBOT SOFT TOY,52.878571428571426,0
20707,11.923076923076923,9.42922353167303,31,0.7908381026564476,1.5438709677419356,CRAZY DAISY HEART DECORATION,18.407692307692308,1
20711,322.9230769230769,260.6953718865698,1047,0.8072986742556949,2.01331983805668,JUMBO BAG TOYS ,650.1474369355341,3
20712,629.7692307692307,346.81651100789924,1258,0.5507041215466826,2.0361971830985914,JUMBO BAG WOODLAND ANIMALS,1282.3343336944743,3
20713,803.9230769230769,537.2165084238169,1673,0.6682436713720811,2.018870192307692,JUMBO BAG OWLS,1623.0163369082838,3
20716,24.153846153846153,34.899489379851374,113,1.4448833182741014,1.2445714285714287,PARTY FOOD SHOPPER BAG,30.061186813186815,0
20717,156.46153846153845,81.19689586083878,268,0.5189575448332863,1.2760425531914894,STRAWBERRY SHOPPER BAG,199.65158101472994,3
20718,327.46153846153845,122.29105676255547,577,0.3734516650019312,1.2659948320413437,RED RETROSPOT SHOPPER BAG,414.56461538461537,3
20719,709.1538461538462,295.80901669654077,1257,0.4171295386761069,0.8454089219330855,WOODLAND CHARLOTTE BAG,599.5249885616242,3
20723,526.3076923076923,262.96368083044746,881,0.49963868032677833,0.8602217741935484,STRAWBERRY CHARLOTTE BAG,452.7413368486352,3
20724,985.0,405.2686351874108,1527,0.411440238768945,0.8493048128342245,RED RETROSPOT CHARLOTTE BAG,836.5652406417112,3
20725,1367.3846153846155,521.0159208158516,2197,0.38103099519611106,1.6590490797546014,LUNCH BAG RED RETROSPOT,2268.5581878244457,3
20726,699.3076923076923,307.7881805764544,1282,0.44013269689736084,1.6593862815884475,LUNCH BAG WOODLAND,1160.4215912246596,3
20727,865.0769230769231,371.32027091143783,1364,0.4292338184108742,1.6436920222634508,LUNCH BAG  BLACK SKULL.,1421.9200371057514,3
20728,829.9230769230769,407.17000166565595,1566,0.4906117361806958,1.6569600818833161,LUNCH BAG CARS BLUE,1375.1494094953152,3
20731,5.6923076923076925,10.750074537606825,35,1.8885266079579557,1.25,POSY CANDY BAG,7.115384615384616,0
20733,70.46153846153847,171.758364854338,634,2.4376187151816526,0.8387234042553192,GOLD MINI TAPE MEASURE ,59.09774140752865,2
20735,12.153846153846153,28.091654021097185,105,2.311338621989009,0.8456666666666667,BLACK MINI TAPE MEASURE ,10.278102564102564,0
20748,4.076923076923077,3.8613801172969766,14,0.947130972167183,12.75,KENSINGTON COFFEE SET,51.980769230769226,1
20749,132.07692307692307,70.95240369250072,277,0.5372051531756025,7.790109289617486,ASSORTED COLOUR MINI CASES,1028.8936654056324,3
20750,131.6153846153846,49.24858451694908,206,0.3741856216951128,7.748907103825136,RED RETROSPOT MINI CASES,1019.8753888188313,3
20751,72.38461538461539,36.353675791998576,144,0.5022293148735191,2.0953409090909094,FUNKY WASHING UP GLOVES ASSORTED,151.67044580419582,1
20752,27.692307692307693,16.97736049068786,52,0.6130713510526172,2.1,BLUE POLKADOT WASHING UP GLOVES,58.15384615384616,1
20754,104.23076923076923,77.05858577099401,233,0.7393074649615662,2.089834710743802,RETROSPOT RED WASHING UP GLOVES,217.82507946598855,3
20755,22.384615384615383,21.515647257823243,80,0.9611801180470865,0.85,BLUE PAISLEY POCKET BOOK,19.026923076923076,1
20756,4.846153846153846,5.742330448028829,16,1.1849253305456315,0.85,GREEN FERN POCKET BOOK,4.119230769230769,1
20757,11.923076923076923,17.29384061094941,60,1.4504511480151117,0.8751612903225806,RED DAISY POCKET BOOK ,10.434615384615384,0
20758,12.153846153846153,8.620190967008348,37,0.7092562188044844,0.85,ABSTRACT CIRCLES POCKET BOOK,10.33076923076923,1
20759,4.923076923076923,6.68906493791096,26,1.3587163155131636,0.85,CHRYSANTHEMUM POCKET BOOK ,4.184615384615385,1
20760,5.3076923076923075,5.864932727443333,18,1.1049873254603382,0.85,GARDEN PATH POCKET BOOK,4.5115384615384615,1
20761,8.23076923076923,4.206222496766866,15,0.5110363781118623,3.821346153846154,BLUE PAISLEY SKETCHBOOK,31.452618343195265,1
20762,7.769230769230769,4.781105976547096,18,0.6153898781694281,3.8227450980392157,GREEN FERN SKETCHBOOK ,29.699788838612367,1
20763,5.461538461538462,7.090079743502944,24,1.2981836150075812,3.6984,DAISY SKETCHBOOK ,20.198953846153845,1
20764,9.692307692307692,4.714951667914447,21,0.4864632673245065,3.9324590163934428,ABSTRACT CIRCLES SKETCHBOOK ,38.11460277427491,1
20765,7.230769230769231,3.244324432858253,12,0.4486831662463541,3.968235294117647,CHRYSANTHEMUM SKETCHBOOK ,28.69339366515837,1
20766,8.538461538461538,7.054731091206153,26,0.8262297674385585,3.887916666666667,GARDEN PATH SKETCHBOOK,33.19682692307693,1
20767,16.46153846153846,12.991121228332478,56,0.789180261534216,2.625344827586207,BLUE PAISLEY JOURNAL ,43.2172148541114,1
20768,10.0,10.464224768228174,42,1.0464224768228174,2.6044444444444443,GREEN FERN JOURNAL ,26.044444444444444,1
20769,5.076923076923077,5.1228497678137845,15,1.0090461663875636,2.6426923076923075,DAISY JOURNAL ,13.416745562130176,1
20770,8.23076923076923,11.038975240436693,43,1.3411839077166077,2.533928571428571,ABSTRACT CIRCLE JOURNAL ,20.856181318681315,1
20771,5.384615384615385,6.3840747376898905,21,1.185613879856694,2.639259259259259,CHRYSANTHEMUM  JOURNAL,14.21139601139601,1
20772,16.76923076923077,27.319571269677244,105,1.6291487454394686,2.592608695652174,GARDEN PATH JOURNAL,43.476053511705686,0
20773,4.3076923076923075,4.871423737550371,17,1.130866224788479,1.6499999999999997,BLUE PAISLEY NOTEBOOK,7.107692307692306,1
20774,4.0,4.320493798938573,15,1.0801234497346432,1.65,GREEN FERN NOTEBOOK,6.6,1
20775,4.846153846153846,5.997862867251882,21,1.2376542424488013,1.65,DAISY NOTEBOOK ,7.996153846153845,1
20777,7.3076923076923075,9.25909116656539,33,1.2670335280563165,1.65,CHRYSANTHEMUM NOTEBOOK,12.057692307692307,1
20778,1.1538461538461537,1.908147174886057,5,1.6537275515679162,1.65,GARDEN PATH NOTEBOOK ,1.9038461538461535,0
20780,2.769230769230769,6.942067969438766,25,2.506857877852888,5.737777777777778,BLACK EAR MUFF HEADPHONES,15.88923076923077,0
20781,2.230769230769231,2.8329562343320847,9,1.2699458981488656,5.136,GOLD EAR MUFF HEADPHONES,11.45723076923077,1
20782,3.0,4.527692569068709,17,1.5092308563562362,5.593529411764706,CAMOUFLAGE EAR MUFF HEADPHONES,16.78058823529412,0
